Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,log_price
Audi,16800.0,sedan,47,1.2,Petrol,yes,2013,9.72913416539135
Toyota,24000.0,sedan,16,2.5,Petrol,yes,2013,10.085809109330082
Volkswagen,20900.0,sedan,82,2.0,Diesel,yes,2012,9.947504437952903
Volkswagen,17500.0,sedan,76,1.8,Petrol,yes,2012,9.769956159911606
Mercedes-Benz,38200.0,sedan,39,1.6,Petrol,yes,2015,10.550590794594667
Mercedes-Benz,5400.0,other,300,3.2,Gas,yes,1997,8.594154232552366
Volkswagen,17800.0,sedan,180,3.0,Diesel,yes,2007,9.786953736280177
BMW,13000.0,sedan,90,5.0,Petrol,no,2008,9.472704636443673
Volkswagen,10950.0,van,177,2.0,Diesel,yes,2011,9.301094735244646
Mercedes-Benz,3800.0,crossover,250,3.2,Gas,no,1998,8.242756345714477
Mitsubishi,7300.0,sedan,137,1.6,Gas,yes,2006,8.895629627136483
Mercedes-Benz,19900.0,other,52,1.8,Petrol,yes,2007,9.898475010712584
Mercedes-Benz,7300.0,vagon,380,2.9,Diesel,yes,1997,8.895629627136483
Audi,9800.0,vagon,253,1.9,Diesel,yes,2002,9.190137664658664
Renault,6450.0,van,186,1.5,Diesel,yes,2011,8.771835409789817
Volkswagen,28500.0,other,38,2.0,Diesel,yes,2015,10.257659366256743
Renault,10600.0,vagon,220,2.5,Other,yes,2006,9.268609280100158
Volkswagen,11900.0,sedan,144,1.6,Gas,yes,2009,9.38429367909962
Toyota,7900.0,sedan,170,3.0,Petrol,yes,2004,8.974618038455112
Mercedes-Benz,43900.0,crossover,89,3.0,Diesel,yes,2012,10.689669599063263
Volkswagen,8800.0,van,145,2.0,Gas,yes,2011,9.082507000466299
Volkswagen,8400.0,sedan,230,1.8,Gas,yes,2003,9.035986984831405
Volkswagen,25200.0,crossover,78,2.0,Diesel,yes,2012,10.134599273499514
Renault,12499.0,van,78,2.0,Diesel,yes,2012,9.433403920090221
Volkswagen,8900.0,van,167,2.0,Gas,yes,2011,9.093806555720231
Volkswagen,15900.0,vagon,1,2.0,Diesel,yes,2012,9.674074388208323
BMW,20000.0,sedan,230,6.0,Petrol,yes,2008,9.903487552536127
BMW,69999.0,crossover,0,2.5,Diesel,yes,2016,11.156236235215168
Volkswagen,10000.0,sedan,98,1.6,Petrol,yes,2013,9.210340371976184
Renault,12179.0,vagon,95,1.5,Diesel,yes,2012,9.407468436087111
Toyota,20900.0,crossover,69,2.7,Petrol,yes,2008,9.947504437952903
BMW,7400.0,sedan,277,3.5,Gas,yes,1998,8.909235279192261
Audi,18300.0,sedan,125,2.0,Diesel,yes,2009,9.814656338829513
BMW,2500.0,sedan,242,3.0,Diesel,no,2001,7.824046010856292
Audi,52999.0,crossover,112,4.2,Diesel,yes,2008,10.878028324431728
Audi,1750.0,vagon,330,1.9,Diesel,no,1996,7.4673710669175595
Renault,6000.0,vagon,225,1.5,Diesel,yes,2004,8.699514748210191
BMW,40000.0,crossover,48,4.4,Petrol,yes,2009,10.596634733096073
Mercedes-Benz,103333.0,crossover,0,3.0,Diesel,yes,2016,11.545712061981565
Mercedes-Benz,14800.0,sedan,218,3.2,Diesel,yes,2004,9.602382459752207
Mercedes-Benz,12900.0,hatch,130,2.0,Petrol,yes,2007,9.464982590349763
Volkswagen,21900.0,crossover,136,3.0,Diesel,yes,2008,9.994241915804592
BMW,5300.0,sedan,204,1.8,Petrol,yes,1993,8.575462099540212
Mitsubishi,1599.0,sedan,156,1.8,Petrol,yes,1989,7.377133712833954
BMW,2300.0,sedan,189,1.8,Petrol,no,2002,7.7406644019172415
Renault,7200.0,sedan,69,1.4,Petrol,yes,2012,8.881836305004146
BMW,104999.0,crossover,2,3.0,Diesel,yes,2016,11.561706105284784
Mitsubishi,11300.0,crossover,209,3.5,Petrol,yes,1999,9.332558004700433
Toyota,12800.0,sedan,123,3.5,Petrol,yes,2007,9.457200449907708
Audi,46000.0,sedan,170,4.2,Diesel,yes,2011,10.736396675471232
BMW,2500.0,sedan,290,2.0,Diesel,no,1999,7.824046010856292
Volkswagen,22500.0,other,200,2.0,Petrol,yes,2011,10.021270588192511
Toyota,36700.0,crossover,43,3.0,Diesel,yes,2012,10.510532034042662
BMW,25500.0,crossover,130,3.0,Gas,yes,2007,10.146433731146518
Volkswagen,9300.0,van,220,2.5,Diesel,yes,2003,9.137769679141348
Mercedes-Benz,11299.0,van,1,2.2,Other,yes,2006,9.332469505209247
Toyota,12900.0,hatch,37,1.4,Petrol,yes,2013,9.464982590349763
Toyota,23600.0,sedan,105,2.5,Gas,yes,2012,10.069001991013701
Toyota,21900.0,crossover,110,4.0,Gas,yes,2006,9.994241915804592
Renault,4350.0,van,198,1.5,Diesel,yes,2004,8.37793112408273
Audi,3100.0,vagon,210,2.5,Diesel,no,2000,8.039157390473237
BMW,7400.0,sedan,290,3.0,Petrol,yes,2000,8.909235279192261
Volkswagen,10999.0,van,95,1.6,Diesel,yes,2012,9.305559638557117
Mitsubishi,18700.0,crossover,52,2.0,Petrol,yes,2013,9.836278802842678
Mercedes-Benz,18200.0,sedan,103,2.0,Gas,yes,2007,9.809176873064887
Mercedes-Benz,12500.0,sedan,230,5.0,Petrol,yes,2002,9.433483923290392
Mercedes-Benz,12900.0,hatch,150,2.0,Diesel,yes,2008,9.464982590349763
Volkswagen,12500.0,sedan,161,2.0,Petrol,yes,2006,9.433483923290392
Toyota,25500.0,sedan,58,2.5,Petrol,yes,2015,10.146433731146518
Volkswagen,55555.0,van,50,2.0,Diesel,yes,2013,10.92512880001811
BMW,12799.0,sedan,181,2.2,Gas,yes,2004,9.457122321855792
Volkswagen,6300.0,crossover,213,2.5,Diesel,no,2004,8.748304912379623
Volkswagen,8800.0,hatch,168,1.2,Diesel,yes,2013,9.082507000466299
Volkswagen,30000.0,van,135,2.0,Diesel,yes,2011,10.308952660644293
Volkswagen,15880.0,vagon,139,1.4,Gas,yes,2011,9.672815734801127
Audi,8150.0,sedan,162,2.0,Petrol,yes,2004,9.005773206234908
Renault,3400.0,hatch,77,1.8,Other,yes,1994,8.131530710604252
Toyota,13000.0,hatch,42,1.3,Petrol,yes,2013,9.472704636443673
Volkswagen,51900.0,crossover,30,3.0,Diesel,yes,2015,10.85707406915398
Toyota,37700.0,crossover,62,3.0,Diesel,yes,2013,10.537415373436103
BMW,11700.0,sedan,270,3.0,Diesel,yes,2003,9.367344120785848
Mercedes-Benz,62999.0,crossover,0,2.2,Diesel,yes,2016,11.050874132231819
Renault,13321.33,crossover,0,1.5,Diesel,yes,2016,9.497121788959566
BMW,115800.0,crossover,4,3.0,Diesel,yes,2016,11.659619844121032
Mercedes-Benz,27300.0,crossover,185,3.0,Diesel,yes,2008,10.21464198117305
Toyota,64000.0,crossover,128,4.5,Diesel,yes,2013,11.06663836234181
BMW,129222.0,sedan,2,5.0,Petrol,yes,2016,11.769287134472648
Mitsubishi,11900.0,crossover,129,2.5,Diesel,yes,2007,9.38429367909962
BMW,47500.0,sedan,0,2.0,Diesel,yes,2016,10.768484990022733
BMW,12800.0,sedan,140,2.2,Petrol,yes,2005,9.457200449907708
Mercedes-Benz,3900.0,sedan,375,2.0,Petrol,yes,1990,8.268731832117737
Volkswagen,12650.0,hatch,11,1.0,Petrol,yes,2014,9.445412494155667
Volkswagen,5600.0,vagon,235,1.4,Petrol,yes,2000,8.630521876723241
Mercedes-Benz,19600.0,vagon,127,1.8,Diesel,yes,2013,9.883284845218608
Toyota,28900.0,sedan,15,2.5,Petrol,yes,2015,10.271596874100524
Volkswagen,10900.0,sedan,273,2.0,Petrol,yes,2006,9.296518068217235
Volkswagen,11500.0,sedan,169,1.8,Petrol,yes,2008,9.350102314351341
Mitsubishi,9950.0,crossover,275,3.5,Gas,yes,2000,9.205327830152639
Mercedes-Benz,23800.0,sedan,195,2.2,Diesel,yes,2010,10.077440859659566
Renault,8750.0,vagon,46,1.6,Petrol,yes,2012,9.07680897935166
Toyota,19900.0,sedan,28,1.6,Petrol,yes,2014,9.898475010712584
Audi,6000.0,sedan,226,1.8,Petrol,yes,1995,8.699514748210191
Volkswagen,12900.0,sedan,136,1.6,Diesel,yes,2010,9.464982590349763
BMW,8999.0,sedan,221,4.5,Petrol,yes,2002,9.104868739033948
Volkswagen,8700.0,van,244,2.5,Diesel,yes,2001,9.071078304642676
Toyota,19800.0,crossover,44,2.0,Petrol,yes,2013,9.893437216682626
Volkswagen,9000.0,sedan,51,1.6,Petrol,yes,2013,9.104979856318357
Volkswagen,21000.0,vagon,58,2.0,Diesel,yes,2013,9.95227771670556
Audi,2100.0,vagon,275,2.5,Diesel,no,1998,7.649692623711514
Mercedes-Benz,5000.0,van,400,2.3,Diesel,yes,1998,8.517193191416238
Toyota,9500.0,other,90,1.6,Other,yes,2008,9.159047077588632
Volkswagen,34500.0,van,167,2.0,Diesel,yes,2013,10.448714603019452
Toyota,9800.0,hatch,98,1.6,Gas,yes,2008,9.190137664658664
Audi,10399.0,sedan,293,1.8,Gas,yes,2004,9.249464926660233
Mercedes-Benz,42000.0,sedan,38,2.2,Diesel,yes,2014,10.645424897265505
Audi,14500.0,hatch,60,1.2,Petrol,yes,2011,9.581903928408666
Toyota,13621.43,sedan,0,1.3,Petrol,yes,2015,9.519399566850016
BMW,3300.0,sedan,250,3.0,Diesel,no,2000,8.101677747454572
Volkswagen,34899.14,vagon,0,2.0,Petrol,yes,2016,10.460217466053093
Mercedes-Benz,4500.0,van,180,2.3,Diesel,yes,1998,8.411832675758411
Volkswagen,1800.0,vagon,280,1.9,Diesel,yes,1996,7.495541943884256
Mitsubishi,12999.0,crossover,140,2.4,Gas,yes,2007,9.47262771040802
Volkswagen,8800.0,van,240,1.9,Diesel,yes,2003,9.082507000466299
Audi,22000.0,crossover,152,4.2,Petrol,yes,2007,9.998797732340453
Toyota,35555.0,crossover,40,3.5,Petrol,yes,2013,10.478836072317618
Volkswagen,2600.0,sedan,330,1.9,Petrol,no,1999,7.8632667240095735
Volkswagen,11818.95,sedan,1,1.6,Petrol,yes,2014,9.37745945452694
Renault,8000.0,van,207,1.9,Diesel,yes,2003,8.987196820661973
Audi,52055.25,crossover,0,2.0,Diesel,yes,2016,10.860060933509942
Audi,5300.0,other,182,2.5,Diesel,no,2002,8.575462099540212
Renault,1800.0,van,123,1.9,Diesel,yes,2004,7.495541943884256
Volkswagen,8500.0,van,216,1.9,Diesel,yes,2005,9.047821442478408
Mercedes-Benz,99999.0,crossover,30,5.0,Petrol,yes,2013,11.512915464920228
Toyota,23000.0,crossover,233,4.0,Gas,yes,2006,10.043249494911286
Audi,11900.0,sedan,131,2.0,Petrol,yes,2007,9.38429367909962
Mercedes-Benz,6999.0,sedan,200,2.6,Gas,yes,2001,8.85352256068954
Toyota,9999.0,sedan,345,3.0,Gas,yes,2005,9.21024036697585
Audi,8999.0,vagon,200,2.7,Petrol,yes,2003,9.104868739033948
Renault,10800.0,other,206,2.0,Diesel,yes,2008,9.287301413112312
Mercedes-Benz,11500.0,van,200,2.2,Diesel,yes,2010,9.350102314351341
Mitsubishi,2300.0,sedan,420,1.8,Petrol,yes,1991,7.7406644019172415
Audi,2000.0,vagon,310,2.5,Other,no,1998,7.600902459542082
Volkswagen,28900.0,crossover,1,2.0,Petrol,yes,2016,10.271596874100524
Mercedes-Benz,7700.0,sedan,285,3.0,Diesel,yes,1999,8.948975607841776
Renault,20996.24,crossover,0,1.5,Diesel,yes,2016,9.952098653055574
Toyota,8600.0,sedan,126,1.6,Petrol,yes,2008,9.0595174822416
Toyota,11000.0,sedan,156,1.8,Petrol,yes,2008,9.305650551780507
Volkswagen,11200.0,sedan,260,3.2,Petrol,yes,2006,9.323669057283185
BMW,5000.0,sedan,270,3.0,Diesel,yes,2000,8.517193191416238
BMW,14900.0,vagon,221,2.0,Diesel,yes,2008,9.60911649193355
Mercedes-Benz,9500.0,other,280,2.9,Diesel,yes,1998,9.159047077588632
Volkswagen,7700.0,sedan,220,2.8,Petrol,yes,2004,8.948975607841776
Toyota,21900.0,sedan,88,2.5,Petrol,yes,2012,9.994241915804592
BMW,77500.0,crossover,1,3.0,Petrol,yes,2016,11.258033215341438
Mercedes-Benz,8000.0,other,245,2.2,Diesel,yes,2004,8.987196820661973
Mercedes-Benz,2199.0,van,396,2.2,Diesel,no,2000,7.695757990554761
Mercedes-Benz,41900.0,sedan,95,6.3,Petrol,yes,2011,10.643041105910228
Mercedes-Benz,20300.0,sedan,198,1.8,Gas,yes,2011,9.918376165029878
Toyota,14300.0,sedan,71,2.4,Petrol,yes,2008,9.568014816247999
Mercedes-Benz,83000.0,crossover,70,3.0,Diesel,yes,2013,11.326595886778735
BMW,6500.0,sedan,311,2.0,Gas,yes,1998,8.779557455883728
Mercedes-Benz,8500.0,van,281,2.2,Diesel,yes,2004,9.047821442478408
Renault,5400.0,vagon,181,1.5,Diesel,no,2010,8.594154232552366
Toyota,16800.0,crossover,238,4.0,Gas,yes,2004,9.72913416539135
Toyota,22900.0,crossover,34,2.0,Petrol,yes,2012,10.03889218954233
Mercedes-Benz,21300.0,crossover,143,3.2,Diesel,yes,2007,9.966462351697517
BMW,16999.0,other,90,2.5,Petrol,yes,2008,9.74090979777877
Volkswagen,15700.0,sedan,110,1.8,Petrol,yes,2011,9.6614159913364
Mercedes-Benz,5300.0,van,244,2.2,Diesel,yes,2000,8.575462099540212
Mercedes-Benz,16500.0,sedan,280,3.7,Petrol,yes,2004,9.711115659888671
BMW,8999.0,sedan,250,1.9,Petrol,yes,2001,9.104868739033948
Toyota,14850.0,hatch,51,1.6,Petrol,yes,2013,9.605755144230846
BMW,24100.0,vagon,112,3.0,Petrol,yes,2011,10.089967119478747
BMW,66500.0,crossover,1,2.0,Diesel,yes,2016,11.104957226643945
BMW,24500.0,crossover,195,4.8,Petrol,yes,2007,10.106428396532818
Toyota,23499.0,crossover,174,4.0,Gas,yes,2008,10.064713146035349
Volkswagen,14500.0,vagon,229,2.0,Diesel,yes,2009,9.581903928408666
Renault,13300.95,vagon,0,1.5,Diesel,yes,2016,9.495590740230375
BMW,8500.0,sedan,245,2.2,Petrol,yes,2002,9.047821442478408
Mercedes-Benz,21500.0,sedan,146,1.8,Gas,yes,2012,9.975808214115753
Volkswagen,10000.0,sedan,174,2.0,Petrol,yes,2005,9.210340371976184
Mercedes-Benz,4500.0,other,356,2.3,Petrol,yes,1991,8.411832675758411
Volkswagen,21900.0,van,166,2.0,Diesel,yes,2011,9.994241915804592
Mercedes-Benz,102800.0,van,0,2.2,Diesel,yes,2016,11.540540632003202
Renault,7750.0,van,70,1.5,Diesel,yes,2014,8.955448122347393
Volkswagen,9750.0,van,253,1.9,Diesel,yes,2010,9.185022563991893
Renault,3100.0,vagon,150,1.9,Diesel,no,2003,8.039157390473237
BMW,1900.0,sedan,200,1.8,Gas,no,1994,7.549609165154532
BMW,14300.0,sedan,217,3.0,Diesel,yes,2005,9.568014816247999
Renault,4300.0,van,1,1.5,Diesel,yes,2003,8.366370301681654
Audi,17000.0,crossover,127,3.0,Diesel,no,2013,9.740968623038354
Toyota,17999.0,crossover,35,2.0,Petrol,yes,2009,9.798071479779479
Mercedes-Benz,99000.0,crossover,0,3.0,Diesel,yes,2016,11.502875129116727
Audi,3100.0,hatch,114,1.6,Petrol,no,2001,8.039157390473237
Mitsubishi,6999.0,sedan,113,1.5,Petrol,yes,2007,8.85352256068954
Toyota,13900.0,sedan,102,3.5,Gas,yes,2008,9.539644119118783
Mercedes-Benz,68500.0,crossover,68,3.0,Diesel,yes,2014,11.134589024250317
Mercedes-Benz,11800.0,van,148,2.2,Diesel,yes,2010,9.375854810453756
Mercedes-Benz,115555.0,crossover,39,3.0,Diesel,yes,2015,11.65750188607747
Audi,21000.0,sedan,210,4.2,Petrol,yes,2009,9.95227771670556
Mercedes-Benz,3150.0,vagon,220,1.7,Other,no,2001,8.055157731819678
Audi,1950.0,vagon,300,1.8,Petrol,no,1999,7.575584651557793
Mitsubishi,12500.0,crossover,120,2.5,Diesel,yes,2007,9.433483923290392
Volkswagen,3100.0,sedan,232,1.9,Diesel,no,2001,8.039157390473237
Toyota,19800.0,crossover,252,4.2,Diesel,yes,2002,9.893437216682626
Audi,4200.0,sedan,236,2.5,Diesel,no,2003,8.34283980427146
Audi,2100.0,vagon,230,1.9,Diesel,no,2000,7.649692623711514
BMW,32500.0,vagon,162,3.0,Diesel,yes,2012,10.388995368317829
Audi,15500.0,vagon,180,2.0,Diesel,yes,2007,9.648595302907339
Mercedes-Benz,11500.0,sedan,224,2.6,Gas,yes,2003,9.350102314351341
Audi,3000.0,sedan,265,1.8,Petrol,yes,1988,8.006367567650246
BMW,4550.0,sedan,200,2.8,Petrol,no,1997,8.422882511944996
BMW,18777.0,sedan,134,4.4,Petrol,yes,2005,9.840387995592812
Audi,19700.0,crossover,172,3.6,Petrol,yes,2007,9.88837391472608
Renault,10950.0,vagon,180,1.5,Diesel,yes,2011,9.301094735244646
Volkswagen,9600.0,other,128,1.9,Diesel,yes,2010,9.169518377455928
Renault,6700.0,hatch,96,1.4,Petrol,yes,2010,8.809862805379057
BMW,23500.0,crossover,74,2.0,Petrol,yes,2010,10.06475570013225
Volkswagen,9000.0,sedan,59,2.0,Petrol,no,2010,9.104979856318357
Volkswagen,38764.0,sedan,0,2.0,Diesel,yes,2014,10.565247259854441
Volkswagen,5500.0,van,380,2.4,Diesel,yes,1999,8.612503371220562
Mercedes-Benz,11800.0,sedan,150,2.2,Diesel,yes,2004,9.375854810453756
Toyota,52500.0,crossover,43,3.0,Other,yes,2014,10.868568448579715
Audi,31500.0,sedan,80,2.0,Petrol,yes,2013,10.357742824813725
Volkswagen,22800.0,other,161,2.0,Diesel,yes,2011,10.034515814942532
BMW,21000.0,other,130,2.5,Petrol,yes,2006,9.95227771670556
Mercedes-Benz,9200.0,sedan,172,2.8,Petrol,yes,1997,9.126958763037132
Mercedes-Benz,9900.0,sedan,320,2.7,Diesel,yes,2001,9.20029003612268
Volkswagen,1500.0,sedan,265,1.8,Petrol,yes,1988,7.313220387090301
BMW,2850.0,sedan,386,5.0,Gas,yes,1988,7.955074273262696
Volkswagen,19999.0,other,48,2.0,Diesel,yes,2012,9.903437551286085
Volkswagen,11250.0,other,159,1.4,Petrol,yes,2010,9.328123407632566
Mitsubishi,46000.0,crossover,0,2.4,Diesel,yes,2016,10.736396675471232
Volkswagen,18300.0,van,1,2.2,Diesel,yes,2013,9.814656338829513
BMW,42900.0,sedan,2,2.0,Petrol,yes,2016,10.666627104916108
BMW,18400.0,crossover,256,3.0,Diesel,yes,2006,9.820105943597078
BMW,12900.0,sedan,121,2.0,Petrol,yes,2007,9.464982590349763
Toyota,37600.0,crossover,126,4.7,Petrol,yes,2008,10.534759329377986
BMW,46000.0,sedan,5,2.0,Petrol,yes,2016,10.736396675471232
BMW,6500.0,vagon,377,2.0,Gas,yes,1998,8.779557455883728
Volkswagen,55555.0,van,53,2.0,Diesel,yes,2013,10.92512880001811
Mitsubishi,6900.0,sedan,190,1.6,Gas,yes,2007,8.83927669058535
Mercedes-Benz,104000.0,crossover,16,5.5,Petrol,yes,2015,11.55214617812351
Mitsubishi,5200.0,van,200,1.6,Petrol,yes,2003,8.556413904569519
Mitsubishi,8400.0,sedan,147,2.0,Petrol,yes,2007,9.035986984831405
Volkswagen,1450.0,hatch,200,1.8,Gas,no,1992,7.27931883541462
Volkswagen,13700.0,other,103,2.0,Diesel,yes,2013,9.525151111816216
Toyota,18950.0,sedan,45,1.8,Petrol,yes,2014,9.849559210510572
Mercedes-Benz,13000.0,other,247,2.2,Diesel,yes,2012,9.472704636443673
Mitsubishi,19800.0,crossover,67,2.0,Gas,yes,2013,9.893437216682626
Mercedes-Benz,22500.0,sedan,213,2.2,Diesel,yes,2012,10.021270588192511
BMW,19500.0,sedan,190,6.0,Petrol,yes,2004,9.878169744551839
Mercedes-Benz,6100.0,sedan,300,3.2,Diesel,no,2004,8.716044050161402
Volkswagen,19000.0,sedan,109,1.8,Petrol,yes,2012,9.852194258148577
Mercedes-Benz,3799.0,van,350,2.2,Diesel,yes,2000,8.242493153187626
BMW,8900.0,sedan,250,2.5,Diesel,yes,2001,9.093806555720231
Volkswagen,8000.0,van,350,1.9,Diesel,yes,2004,8.987196820661973
BMW,4500.0,sedan,300,3.0,Diesel,yes,2000,8.411832675758411
Volkswagen,2600.0,van,10,2.4,Diesel,yes,1988,7.8632667240095735
BMW,4300.0,sedan,240,2.5,Diesel,no,2002,8.366370301681654
Mercedes-Benz,82555.0,crossover,69,3.0,Diesel,yes,2014,11.321220016865933
Renault,10000.0,other,214,2.5,Diesel,yes,2008,9.210340371976184
Audi,56000.0,crossover,44,3.0,Diesel,yes,2014,10.933106969717286
BMW,21700.0,sedan,259,3.0,Diesel,yes,2007,9.98506753952855
BMW,89999.0,crossover,17,4.4,Petrol,yes,2015,11.407553838139561
Mitsubishi,9200.0,sedan,92,2.0,Petrol,yes,2010,9.126958763037132
Audi,21700.0,sedan,167,3.0,Petrol,yes,2009,9.98506753952855
Mercedes-Benz,27300.0,crossover,149,5.46,Petrol,yes,2009,10.21464198117305
Volkswagen,15200.0,van,132,2.5,Diesel,yes,2009,9.629050706834368
Volkswagen,9800.0,van,86,1.2,Petrol,yes,2013,9.190137664658664
Mercedes-Benz,14500.0,vagon,178,3.0,Diesel,yes,2006,9.581903928408666
Renault,7800.0,vagon,120,1.5,Diesel,yes,2008,8.961879012677683
Mercedes-Benz,15250.0,sedan,210,2.2,Diesel,yes,2006,9.632334782035558
Audi,13500.0,sedan,196,2.4,Petrol,yes,2005,9.51044496442652
Audi,23333.0,other,150,4.2,Petrol,yes,2007,10.057623946547059
Mercedes-Benz,18800.0,other,90,1.8,Petrol,yes,2008,9.84161214881804
Mitsubishi,6700.0,sedan,193,1.6,Petrol,yes,2005,8.809862805379057
Toyota,8200.0,crossover,212,2.0,Gas,yes,2003,9.011889433252344
Volkswagen,1650.0,sedan,210,1.8,Petrol,no,1998,7.408530566894626
Audi,49500.0,crossover,44,3.0,Diesel,yes,2013,10.809727948556782
Volkswagen,22900.0,sedan,48,2.0,Petrol,yes,2013,10.03889218954233
Volkswagen,10300.0,hatch,110,1.9,Diesel,yes,2008,9.239899174217728
Toyota,12500.0,sedan,175,2.4,Petrol,yes,2007,9.433483923290392
Mitsubishi,6800.0,sedan,170,1.6,Petrol,yes,2004,8.824677891164198
BMW,33500.0,sedan,1,1.5,Petrol,yes,2015,10.419300717813158
Toyota,20711.25,vagon,0,1.6,Petrol,yes,2016,9.938432309883506
Volkswagen,1499.0,sedan,220,2.0,Gas,no,1995,7.312553498102598
Volkswagen,18900.0,hatch,56,2.0,Petrol,yes,2012,9.846917201047734
BMW,67500.0,crossover,1,2.0,Diesel,yes,2016,11.119882876860622
BMW,52000.0,crossover,7,2.0,Diesel,yes,2015,10.858998997563564
Volkswagen,17777.0,van,250,2.0,Diesel,yes,2010,9.785660765922685
Toyota,33333.0,vagon,73,4.0,Gas,yes,2009,10.414303176252119
Audi,88888.0,crossover,0,3.0,Diesel,yes,2015,11.395132429263844
Renault,7450.0,other,208,1.9,Other,yes,2004,8.915969311373605
Mercedes-Benz,31990.0,crossover,95,4.7,Petrol,yes,2010,10.373178632943564
BMW,14200.0,sedan,263,3.0,Petrol,yes,2004,9.560997243589352
Renault,6300.0,vagon,202,1.5,Diesel,yes,2005,8.748304912379623
Renault,4350.0,van,188,1.5,Diesel,yes,2004,8.37793112408273
Renault,11100.0,vagon,155,1.5,Diesel,yes,2012,9.314700387300425
Volkswagen,6300.0,vagon,132,2.8,Gas,yes,1995,8.748304912379623
Renault,3300.0,van,256,1.5,Diesel,yes,2005,8.101677747454572
Mercedes-Benz,7450.0,sedan,300,2.0,Gas,yes,2000,8.915969311373605
Mitsubishi,1850.0,sedan,145,1.6,Petrol,no,1997,7.52294091807237
Mercedes-Benz,14000.0,other,360,2.2,Diesel,yes,2005,9.546812608597396
Renault,12850.0,other,226,2.3,Diesel,yes,2012,9.461099090323366
Toyota,18300.0,hatch,30,1.6,Petrol,yes,2014,9.814656338829513
Volkswagen,14700.0,sedan,97,1.4,Gas,yes,2012,9.595602772766828
Volkswagen,3000.0,sedan,250,2.8,Gas,no,2002,8.006367567650246
Mercedes-Benz,12999.0,sedan,247,4.0,Diesel,yes,2003,9.47262771040802
Mercedes-Benz,11850.0,van,177,2.2,Diesel,yes,2011,9.380083146563278
Volkswagen,19500.0,sedan,128,1.8,Petrol,yes,2013,9.878169744551839
Mercedes-Benz,20200.0,sedan,69,2.0,Petrol,yes,2010,9.913437883389296
Volkswagen,12000.0,sedan,186,3.2,Petrol,yes,2006,9.392661928770137
Mercedes-Benz,17800.0,van,162,1.8,Diesel,yes,2012,9.786953736280177
Toyota,16800.0,crossover,154,2.7,Petrol,yes,2005,9.72913416539135
Mercedes-Benz,10600.0,van,250,2.2,Diesel,yes,2006,9.268609280100158
Mercedes-Benz,114999.0,crossover,0,3.0,Diesel,yes,2016,11.652678711655406
Renault,4700.0,hatch,124,1.5,Diesel,yes,2003,8.45531778769815
Mercedes-Benz,20000.0,crossover,251,5.0,Gas,yes,2002,9.903487552536127
Mercedes-Benz,104999.0,crossover,1,3.0,Diesel,yes,2016,11.561706105284784
Mercedes-Benz,9000.0,sedan,198,4.0,Diesel,yes,2002,9.104979856318357
BMW,36300.0,crossover,83,3.5,Petrol,yes,2010,10.499573020252942
Toyota,19400.0,crossover,88,2.0,Petrol,yes,2011,9.87302834505142
Mercedes-Benz,7700.0,sedan,230,2.0,Petrol,yes,2001,8.948975607841776
Mitsubishi,17500.0,other,69,2.5,Diesel,yes,2011,9.769956159911606
BMW,31000.0,sedan,100,2.0,Petrol,yes,2012,10.341742483467284
Toyota,33715.5,crossover,1,2.7,Petrol,yes,2015,10.425712951252992
BMW,13500.0,sedan,233,3.0,Diesel,yes,2003,9.51044496442652
Renault,4900.0,van,150,2.0,Diesel,yes,2007,8.496990484098719
Mercedes-Benz,7700.0,sedan,340,2.2,Diesel,yes,2002,8.948975607841776
Renault,10900.0,vagon,175,1.5,Diesel,yes,2012,9.296518068217235
BMW,2200.0,sedan,303,2.5,Diesel,no,1999,7.696212639346407
BMW,7200.0,sedan,270,3.0,Diesel,no,2004,8.881836305004146
Toyota,9150.0,hatch,87,1.6,Petrol,yes,2008,9.121509158269568
BMW,5900.0,sedan,10,2.8,Petrol,yes,1989,8.68270762989381
Mitsubishi,4800.0,hatch,206,1.6,Gas,yes,2001,8.476371196895983
Volkswagen,1500.0,vagon,200,1.8,Gas,yes,1996,7.313220387090301
Volkswagen,9500.0,hatch,62,1.2,Diesel,yes,2011,9.159047077588632
Mercedes-Benz,3500.0,van,395,2.3,Diesel,no,1997,8.160518247477505
Volkswagen,3650.0,sedan,300,1.8,Petrol,yes,1996,8.202482446576537
Mercedes-Benz,63000.0,crossover,160,3.0,Diesel,yes,2013,11.05089000537367
Volkswagen,6600.0,van,240,1.9,Diesel,yes,2008,8.794824928014517
Toyota,10200.0,sedan,185,1.8,Petrol,yes,2007,9.230142999272362
Volkswagen,19995.0,hatch,68,1.4,Petrol,yes,2013,9.90323752128092
Mitsubishi,9800.0,sedan,56,1.5,Petrol,yes,2011,9.190137664658664
Mercedes-Benz,11200.0,sedan,198,6.0,Petrol,yes,2004,9.323669057283185
Volkswagen,18000.0,crossover,117,2.5,Diesel,yes,2006,9.798127036878302
Mitsubishi,28500.0,crossover,0,2.0,Petrol,yes,2016,10.257659366256743
Mitsubishi,9800.0,sedan,81,2.0,Petrol,yes,2009,9.190137664658664
Audi,3900.0,sedan,247,2.5,Diesel,no,2003,8.268731832117737
Mitsubishi,22711.65,crossover,1,2.0,Petrol,yes,2016,10.030633287678308
